date,Population Growth Rate (%),GDP per capita Growth Rate (%),Energy intensity Growth Rate (%),Carbon intensity Growth Rate (%),Emissions (F) Growth Rate (%),emissions_new(F),Difference (emissions_new(F) - Emissions (F) Growth Rate)
1992,0.49567535767483195,1.0975573868864048,-3.5615298289628297,-2.049805243590319,-4.028197381671702,-4.018102327991912,0.010095053679790134
1993,0.6514130556628097,-1.6342026388492163,0.33712632085736055,-1.0260191220176784,-1.6789087093389297,-1.6716823843467246,0.007226324992205102
1994,0.34030441777007797,2.3111996569021356,-3.810034949672879,-1.5421318940849775,-2.774813233724653,-2.7006627690856426,0.07415046463901032
1995,0.18869087994080286,1.390995364471735,0.4282841009049371,-0.7938917397332693,1.2074643249176729,1.2140786055842057,0.006614280666532801
1996,0.21664738176715329,0.8412797049930134,0.40533134993719727,0.15524043625850115,1.6268980477223427,1.6184988729558651,-0.008399174766477557
1997,0.1154592576215393,1.8199207497348526,-3.2482113417768548,-1.8535049453476362,-3.2017075773745995,-3.166336279768099,0.035371297606500374
1998,-0.03925994994356383,1.9210761797534681,-2.290800820833624,-0.3203957426569415,-0.7717750826901874,-0.7293803336806612,0.04239474900952611
1999,-0.07241396239383377,2.0644849546772486,-4.00608311068398,-1.6050451718878236,-3.6666666666666665,-3.6190572902883886,0.04760937637827789
2000,0.03684734146431335,3.070324801491868,-3.1511516153688586,0.7185083907290258,0.5767012687427913,0.6745289183163483,0.09782764957355705
2001,0.05033948457278967,1.7014787338531443,0.10657819914260966,-0.02577874345769178,1.834862385321101,1.8326176741108517,-0.0022447112102492728
2002,0.09081091694482624,-0.27928176090195156,-1.5236118282885958,0.02062423640371182,-1.6891891891891893,-1.6914584358420093,-0.002269246652820023
2003,0.007356366935582746,-0.5535505267265115,0.4288761013608023,0.23452972320840626,0.11454753722794961,0.11721166477827977,0.0026641275503301587
2004,-0.09072185170655159,0.7945842166766551,-0.6492286049673804,-0.9642038960938459,-0.9153318077803204,-0.9095701360911228,0.005761671689197612
2005,-0.13620634647949542,1.189669724876914,-2.547036366159642,-1.0341714136143634,-2.5404157043879905,-2.527744401376587,0.012671303011403623
2006,-0.17571237236277845,4.22512808241044,-2.2894631753690726,0.11534787156825574,1.7772511848341233,1.8753004062468444,0.0980492214127211
2007,-0.224027572624323,3.2212109097297743,-7.201721187464825,1.3433654874021759,-3.143189755529686,-2.8611723629571983,0.2820173925724876
2008,-0.2479705889609909,0.8950298969147532,1.3422335442739288,-1.3674760483199089,0.6009615384615385,0.6218168039077823,0.02085526544624372
2009,-0.3351596027554819,-5.179091321117091,-0.5476515492834443,-0.5922684140002903,-6.5710872162485074,-6.654170887156307,-0.08308367090779978
2010,-0.3300821482639665,4.354114733778831,1.15269386419406,-0.08885577184347587,5.115089514066496,5.087870677865448,-0.02721883620104837
2011,-0.0398406374501992,3.8768866825546353,-8.581213724191068,1.6295620437956178,-3.5279805352798053,-3.1146056352910136,0.4133748999887916
2012,0.2017736149860502,0.44932967115478284,0.08589160183998894,1.0194578246893045,1.7654476670870116,1.7564527126701266,-0.008994954416885026
2013,0.28091982597886883,0.22703492497868835,0.998242510226296,0.3416584500484588,1.858736059479554,1.847855711232312,-0.010880348247241933
2014,0.4462293618920125,1.7113625434610134,-5.815450330959317,-0.879959950638241,-4.622871046228711,-4.537818376244532,0.08505266998417849
2015,0.9538970334172466,0.4469127396742779,-1.0464051278835846,0.16566925928987003,0.5102040816326531,0.52007390449781,0.009869822865156919
2016,0.7126355290982654,1.4901130054556464,-1.4413590821863842,-0.6086973930745943,0.12690355329949238,0.15269205929293328,0.025788505993440902
2017,0.3628993106126808,2.633003148328685,-0.507789588633668,-0.44351341663234467,2.027883396704689,2.044599453675353,0.016716056970663917
2018,0.2938651122854966,0.8365995505310528,-4.201830344240379,0.2677111034459799,-2.857142857142857,-2.8036545779778494,0.05348827916500776
2019,0.21342272168230159,0.8133300999069454,-4.980689880750921,-3.9554375061604135,-7.8005115089514065,-7.9093745653220875,-0.10886305637068094
2020,0.057754087906534635,-4.5143544342942175,-5.489431531181413,-3.077439220220212,-12.482662968099861,-13.023471097789308,-0.5408081296894469
2021,0.05651823615002585,3.5657786047555833,2.615688112145981,0.6002340351620522,6.9730586370839935,6.838218988213642,-0.1348396488703516
2022,0.8797442492127971,0.5611660367765697,-7.597616260365419,5.573578265906757,-1.037037037037037,-0.5831277084692958,0.45390932856774113
